dead_run_id,agency_id,service_id,start_time,end_time,start_location_id,end_location_id,dist_traveled,block_id,shift_id
0XBPQuy35g_3733_1217_1232,41,3,20:17:00,20:32:00,171923,000101,8.8000000000000007,3_3724,3733
0XBPQuy35g_3733_455_470,41,3,07:35:00,07:50:00,000101,172533,9.1999999999999993,3_3733,3733
0XBPQuy35g_3734_1137_1152,41,3,18:57:00,19:12:00,172481,000101,10.9,3_3701,3734
0XBPQuy35g_3734_455_465,41,3,07:35:00,07:45:00,000101,050359,5.5,3_3734,3734
0XBPQuy35g_3735_1215_1235,41,3,20:15:00,20:35:00,172601,000101,13.199999999999999,3_3707,3735
0XBPQuy35g_3735_465_480,41,3,07:45:00,08:00:00,000101,172483,9.0999999999999996,3_3735,3735
0XBPQuy35g_3736_1212_1237,41,3,20:12:00,20:37:00,171726,000101,16.5,3_3727,3736
0XBPQuy35g_3736_470_510,41,3,07:50:00,08:30:00,000101,171621,25.199999999999999,3_3736,3736
0XBPQuy35g_3737_470_485,41,3,07:50:00,08:05:00,000101,172534,9.1999999999999993,3_3737,3737
0XBPQuy35g_3738_1237_1252,41,3,20:37:00,20:52:00,171923,000101,8.8000000000000007,3_3738,3738
0XBPQuy35g_3738_485_500,41,3,08:05:00,08:20:00,000101,171923,9.3000000000000007,3_3738,3738
0XBPQuy35g_3739_495_510,41,3,08:15:00,08:30:00,000101,172482,9.0999999999999996,3_3739,3739
0XBPQuy35g_3740_505_520,41,3,08:25:00,08:40:00,000101,056531,7.9000000000000004,3_3740,3740
0XBPQuy35g_3740_767_792,41,3,12:47:00,13:12:00,171621,172482,15.9,3_3716,3740
0XBPQuy35g_3740_875_900,41,3,14:35:00,15:00:00,172482,171621,16.899999999999999,3_3716,3740
0XBPQuy35g_3741_1192_1222,41,3,19:52:00,20:22:00,171621,000101,24.0,3_3716,3741
0XBPQuy35g_3741_520_540,41,3,08:40:00,09:00:00,000101,170506,12.300000000000001,3_3741,3741
0XBPQuy35g_3742_1287_1302,41,3,21:27:00,21:42:00,171923,000101,8.8000000000000007,3_3743,3742
0XBPQuy35g_3742_545_560,41,3,09:05:00,09:20:00,000101,171923,9.3000000000000007,3_3742,3742
0XBPQuy35g_3743_1247_1257,41,3,20:47:00,20:57:00,050359,000101,5.2999999999999998,3_3720,3743
0XBPQuy35g_3743_575_590,41,3,09:35:00,09:50:00,000101,171923,9.3000000000000007,3_3743,3743
0XBPQuy35g_3744_1222_1252,41,3,20:22:00,20:52:00,171335,000101,20.199999999999999,3_3719,3744
0XBPQuy35g_3744_595_610,41,3,09:55:00,10:10:00,000101,056531,7.9000000000000004,3_3744,3744
0XBPQuy35g_3745_1187_1200,41,3,19:47:00,20:00:00,172482,000101,10.9,3_3739,3745
0XBPQuy35g_3745_605_620,41,3,10:05:00,10:20:00,000101,172482,9.0999999999999996,3_3745,3745
0XBPQuy35g_3746_1167_1187,41,3,19:27:00,19:47:00,170506,000101,14.199999999999999,3_3741,3746
0XBPQuy35g_3747_1257_1272,41,3,20:57:00,21:12:00,171923,000101,8.8000000000000007,3_3742,3747
0XBPQuy35g_3748_1202_1207,41,3,20:02:00,20:07:00,170821,172481,0.69999999999999996,3_3728,3748
0XBPQuy35g_3748_1252_1282,41,3,20:52:00,21:22:00,171789,000101,20.0,3_3728,3748
0XBPQuy35g_3749_1227_1242,41,3,20:27:00,20:42:00,170821,000101,9.1999999999999993,3_3749,3749
0XBPQuy35g_3750_1232_1252,41,3,20:32:00,20:52:00,170197,000101,12.699999999999999,3_3721,3750
0XBPQuy35g_3751_1297_1327,41,3,21:37:00,22:07:00,171861,000101,20.800000000000001,3_3714,3751
0XBPQuy35g_3752_1282_1327,41,3,21:22:00,22:07:00,082007,000101,31.0,3_3718,3752
0XBPQuy35g_3753_1267_1277,41,3,21:07:00,21:17:00,050359,000101,5.2999999999999998,3_3711,3753
0XBPQuy35g_3754_1387_1402,41,3,23:07:00,23:22:00,056531,000101,7.9000000000000004,3_3745,3754
0XBPQuy35g_3755_1222_1237,41,3,20:22:00,20:37:00,056531,000101,7.9000000000000004,3_3723,3755
0XBPQuy35g_3756_1257_1287,41,3,20:57:00,21:27:00,176673,000101,19.300000000000001,3_3705,3756
0XBPQuy35g_3757_1380_1395,41,3,23:00:00,23:15:00,172628,000101,10.6,3_3730,3757
0XBPQuy35g_3758_1327_1357,41,3,22:07:00,22:37:00,171621,000101,24.0,3_3736,3758
0XBPQuy35g_3759_1297_1317,41,3,21:37:00,21:57:00,170271,000101,12.0,3_3709,3759
0XBPQuy35g_3760_1300_1310,41,3,21:40:00,21:50:00,171155,000101,7.0,3_3732,3760
0XBPQuy35g_3760_555_570,41,3,09:15:00,09:30:00,000101,172533,9.1999999999999993,3_3747,3760
0XBPQuy35g_3761_1247_1262,41,3,20:47:00,21:02:00,172482,000101,10.9,3_3740,3761
0XBPQuy35g_3762_1437_1452,41,3,23:57:00,24:12:00,172533,000101,9.1999999999999993,3_3747,3762
0XBPQuy35g_3763_1187_1197,41,3,19:47:00,19:57:00,056531,050359,2.7999999999999998,3_3746,3763
0XBPQuy35g_3763_1325_1340,41,3,22:05:00,22:20:00,172492,170048,5.7999999999999998,3_3746,3763
0XBPQuy35g_3763_1450_1460,41,3,24:10:00,24:20:00,170048,000101,8.6999999999999993,3_3746,3763
0XBPQuy35g_3764_1352_1357,41,3,22:32:00,22:37:00,050203,000101,0.90000000000000002,3_3734,3764
0XBPQuy35g_3765_1292_1322,41,3,21:32:00,22:02:00,171789,000101,20.0,3_3703,3765
0XBPQuy35g_3766_1352_1367,41,3,22:32:00,22:47:00,172482,000101,10.9,3_3737,3766
0XBPQuy35g_3767_1457_1472,41,3,24:17:00,24:32:00,056531,000101,7.9000000000000004,3_3717,3767
0XBPQuy35g_3768_1537_1552,41,3,25:37:00,25:52:00,056531,000101,7.9000000000000004,3_3729,3768
0XBPQuy35g_3769_1450_1470,41,3,24:10:00,24:30:00,170653,000101,15.0,3_3731,3769
0XBPQuy35g_3770_1427_1447,41,3,23:47:00,24:07:00,172493,000101,13.199999999999999,3_3704,3770
1XImm9zIZX_2401_315_325,41,2,05:15:00,05:25:00,000100,050113,5.7000000000000002,2_2401,2401
1XImm9zIZX_2401_340_355,41,2,05:40:00,05:55:00,120605,050113,9.0999999999999996,2_2401,2401
1XImm9zIZX_2402_322_325,41,2,05:22:00,05:25:00,000100,120403,0.5,2_2402,2402
1XImm9zIZX_2403_347_350,41,2,05:47:00,05:50:00,000100,120403,0.5,2_2403,2403
1XImm9zIZX_2404_350_365,41,2,05:50:00,06:05:00,000100,120769,7.0999999999999996,2_2404,2404
1XImm9zIZX_2404_432_442,41,2,07:12:00,07:22:00,120769,121291,4.0,2_2404,2404
1XImm9zIZX_2404_462_465,41,2,07:42:00,07:45:00,120769,120890,0.69999999999999996,2_2404,2404
1XImm9zIZX_2404_480_485,41,2,08:00:00,08:05:00,120890,120769,1.6000000000000001,2_2404,2404
1XImm9zIZX_2405_357_360,41,2,05:57:00,06:00:00,000100,120403,0.5,2_2405,2405
1XImm9zIZX_2406_370_380,41,2,06:10:00,06:20:00,000100,120567,2.7999999999999998,2_2406,2406
1XImm9zIZX_2406_390_393,41,2,06:30:00,06:33:00,120769,120890,0.69999999999999996,2_2406,2406
1XImm9zIZX_2406_420_425,41,2,07:00:00,07:05:00,120890,120769,1.6000000000000001,2_2406,2406
1XImm9zIZX_2406_630_633,41,2,10:30:00,10:33:00,120627,120890,0.69999999999999996,2_2421,2406
1XImm9zIZX_2406_655_660,41,2,10:55:00,11:00:00,120890,120627,1.6000000000000001,2_2421,2406
1XImm9zIZX_2407_370_380,41,2,06:10:00,06:20:00,000100,050113,5.7000000000000002,2_2407,2407
1XImm9zIZX_2408_372_375,41,2,06:12:00,06:15:00,000100,120403,0.5,2_2408,2408
1XImm9zIZX_2409_387_390,41,2,06:27:00,06:30:00,000100,120403,0.5,2_2409,2409
1XImm9zIZX_2410_1195_1215,41,2,19:55:00,20:15:00,120787,000100,8.6999999999999993,2_2417,2410
1XImm9zIZX_2410_395_410,41,2,06:35:00,06:50:00,000100,120890,7.0999999999999996,2_2410,2410
1XImm9zIZX_2410_420_425,41,2,07:00:00,07:05:00,120890,120769,1.6000000000000001,2_2410,2410
1XImm9zIZX_2411_1077_1082,41,2,17:57:00,18:02:00,060079,000111,1.3,2_2420,2411
1XImm9zIZX_2411_1095_1100,41,2,18:15:00,18:20:00,000111,060079,0.69999999999999996,2_2420,2411
1XImm9zIZX_2411_1237_1252,41,2,20:37:00,20:52:00,120001,000100,8.8000000000000007,2_2420,2411
1XImm9zIZX_2411_403_420,41,2,06:43:00,07:00:00,000100,050421,12.800000000000001,2_2411,2411
1XImm9zIZX_2412_405_420,41,2,06:45:00,07:00:00,000100,121213,7.0,2_2412,2412
1XImm9zIZX_2413_405_420,41,2,06:45:00,07:00:00,000100,120177,7.0999999999999996,2_2413,2413
1XImm9zIZX_2414_415_435,41,2,06:55:00,07:15:00,000100,030021,9.1999999999999993,2_2414,2414
1XImm9zIZX_2415_1211_1221,41,2,20:11:00,20:21:00,120309,000100,3.3999999999999999,2_2403,2415
1XImm9zIZX_2415_417_420,41,2,06:57:00,07:00:00,000100,120403,0.5,2_2415,2415
1XImm9zIZX_2416_1015_1020,41,2,16:55:00,17:00:00,120890,120627,1.6000000000000001,2_2421,2416
1XImm9zIZX_2416_1050_1053,41,2,17:30:00,17:33:00,120627,120890,0.69999999999999996,2_2421,2416
1XImm9zIZX_2416_1075_1080,41,2,17:55:00,18:00:00,120890,120627,1.6000000000000001,2_2421,2416
1XImm9zIZX_2416_1110_1113,41,2,18:30:00,18:33:00,120627,120890,0.69999999999999996,2_2421,2416
1XImm9zIZX_2416_1135_1140,41,2,18:55:00,19:00:00,120890,120627,1.6000000000000001,2_2421,2416
1XImm9zIZX_2416_1175_1178,41,2,19:35:00,19:38:00,120627,120890,0.69999999999999996,2_2421,2416
1XImm9zIZX_2416_1205_1210,41,2,20:05:00,20:10:00,120890,120627,1.6000000000000001,2_2421,2416
1XImm9zIZX_2416_1223_1228,41,2,20:23:00,20:28:00,120567,000100,3.0,2_2421,2416
1XImm9zIZX_2416_425_440,41,2,07:05:00,07:20:00,000100,120605,7.0999999999999996,2_2416,2416
1XImm9zIZX_2416_930_933,41,2,15:30:00,15:33:00,120627,120890,0.69999999999999996,2_2421,2416
1XImm9zIZX_2416_955_960,41,2,15:55:00,16:00:00,120890,120627,1.6000000000000001,2_2421,2416
1XImm9zIZX_2416_990_993,41,2,16:30:00,16:33:00,120627,120890,0.69999999999999996,2_2421,2416
1XImm9zIZX_2417_425_435,41,2,07:05:00,07:15:00,000100,120583,5.9000000000000004,2_2417,2417
1XImm9zIZX_2418_1232_1247,41,2,20:32:00,20:47:00,120081,000100,9.3000000000000007,2_2418,2418
1XImm9zIZX_2418_435_450,41,2,07:15:00,07:30:00,000100,120081,9.0999999999999996,2_2418,2418
1XImm9zIZX_2419_452_455,41,2,07:32:00,07:35:00,000100,120403,0.5,2_2419,2419
1XImm9zIZX_2420_475_500,41,2,07:55:00,08:20:00,000100,060141,10.9,2_2420,2420
1XImm9zIZX_2420_597_602,41,2,09:57:00,10:02:00,060079,000111,1.3,2_2420,2420
1XImm9zIZX_2420_615_620,41,2,10:15:00,10:20:00,000111,060141,0.69999999999999996,2_2420,2420
1XImm9zIZX_2420_717_722,41,2,11:57:00,12:02:00,060079,000111,1.3,2_2420,2420
1XImm9zIZX_2420_735_740,41,2,12:15:00,12:20:00,000111,060141,0.69999999999999996,2_2420,2420
1XImm9zIZX_2421_510_525,41,2,08:30:00,08:45:00,000100,120890,7.0999999999999996,2_2421,2421
1XImm9zIZX_2421_535_540,41,2,08:55:00,09:00:00,120890,120627,1.6000000000000001,2_2421,2421
1XImm9zIZX_2421_570_573,41,2,09:30:00,09:33:00,120627,120890,0.69999999999999996,2_2421,2421
1XImm9zIZX_2421_595_600,41,2,09:55:00,10:00:00,120890,120627,1.6000000000000001,2_2421,2421
1XImm9zIZX_2422_1200_1215,41,2,20:00:00,20:15:00,120339,000100,9.3000000000000007,2_2419,2422
1XImm9zIZX_2422_520_525,41,2,08:40:00,08:45:00,000100,172477,2.7999999999999998,2_2422,2422
1XImm9zIZX_2423_1266_1276,41,2,21:06:00,21:16:00,120309,000100,3.3999999999999999,2_2408,2423
1XImm9zIZX_2424_1340_1355,41,2,22:20:00,22:35:00,120769,000100,6.7999999999999998,2_2401,2424
1XImm9zIZX_2424_690_693,41,2,11:30:00,11:33:00,120627,120890,0.69999999999999996,2_2421,2424
1XImm9zIZX_2424_715_720,41,2,11:55:00,12:00:00,120890,120627,1.6000000000000001,2_2421,2424
1XImm9zIZX_2424_750_753,41,2,12:30:00,12:33:00,120627,120890,0.69999999999999996,2_2421,2424
1XImm9zIZX_2424_775_780,41,2,12:55:00,13:00:00,120890,120627,1.6000000000000001,2_2421,2424
1XImm9zIZX_2424_810_813,41,2,13:30:00,13:33:00,120627,120890,0.69999999999999996,2_2421,2424
1XImm9zIZX_2424_835_840,41,2,13:55:00,14:00:00,120890,120627,1.6000000000000001,2_2421,2424
1XImm9zIZX_2424_870_873,41,2,14:30:00,14:33:00,120627,120890,0.69999999999999996,2_2421,2424
1XImm9zIZX_2424_895_900,41,2,14:55:00,15:00:00,120890,120627,1.6000000000000001,2_2421,2424
1XImm9zIZX_2425_1255_1272,41,2,20:55:00,21:12:00,050421,000100,12.9,2_2411,2425
1XImm9zIZX_2426_1255_1265,41,2,20:55:00,21:05:00,121213,000100,6.9000000000000004,2_2412,2426
1XImm9zIZX_2427_600_615,41,2,10:00:00,10:15:00,000100,120356,7.0999999999999996,2_2423,2427
1XImm9zIZX_2427_792_807,41,2,13:12:00,13:27:00,120356,000100,7.5999999999999996,2_2423,2427
1XImm9zIZX_2428_1450_1465,41,2,24:10:00,24:25:00,120583,000100,8.4000000000000004,2_2410,2428
1XImm9zIZX_2429_1465_1468,41,2,24:25:00,24:28:00,120403,000100,0.5,2_2415,2429
1XImm9zIZX_2430_1107_1122,41,2,18:27:00,18:42:00,120356,000100,7.5999999999999996,2_2422,2430
1XImm9zIZX_2430_1497_1500,41,2,24:57:00,25:00:00,120403,000100,0.5,2_2402,2430
1XImm9zIZX_2431_1502_1517,41,2,25:02:00,25:17:00,120769,000100,6.7999999999999998,2_2404,2431
1XImm9zIZX_2432_1532_1535,41,2,25:32:00,25:35:00,120403,000100,0.5,2_2414,2432
1XImm9zIZX_2432_837_842,41,2,13:57:00,14:02:00,060079,000111,1.3,2_2420,2432
1XImm9zIZX_2432_855_860,41,2,14:15:00,14:20:00,000111,060141,0.69999999999999996,2_2420,2432
1XImm9zIZX_2432_957_962,41,2,15:57:00,16:02:00,060079,000111,1.3,2_2420,2432
1XImm9zIZX_2432_975_980,41,2,16:15:00,16:20:00,000111,060141,0.69999999999999996,2_2420,2432
1XImm9zIZX_2433_1505_1508,41,2,25:05:00,25:08:00,120403,000100,0.5,2_2405,2433
1XImm9zIZX_2434_1479_1489,41,2,24:39:00,24:49:00,050113,000100,6.0,2_2406,2434
1XImm9zIZX_2435_1212_1215,41,2,20:12:00,20:15:00,050113,050106,0.29999999999999999,2_2407,2435
1XImm9zIZX_2435_1445_1460,41,2,24:05:00,24:20:00,050107,000100,9.5,2_2407,2435
1XImm9zIZX_2436_1545_1548,41,2,25:45:00,25:48:00,120403,000100,0.5,2_2413,2436
1XImm9zIZX_2437_1017_1032,41,2,16:57:00,17:12:00,120325,000100,9.3000000000000007,2_2409,2437
1XImm9zIZX_2437_525_540,41,2,08:45:00,09:00:00,000100,120028,9.0999999999999996,2_2437,2437
1XImm9zIZX_2437_802_817,41,2,13:22:00,13:37:00,120028,000100,9.3000000000000007,2_2437,2437
1XImm9zIZX_2438_1495_1500,41,2,24:55:00,25:00:00,000100,170929,2.1000000000000001,2_2438,2438
1XImm9zIZX_2438_1845_1855,41,2,30:45:00,30:55:00,170929,000100,2.7999999999999998,2_2438,2438
1XImm9zIZX_2439_1192_1202,41,2,19:52:00,20:02:00,120675,000100,5.5999999999999996,2_2416,2439
1XImm9zIZX_2440_1207_1222,41,2,20:07:00,20:22:00,121095,000100,9.3000000000000007,2_2440,2440
1XImm9zIZX_2440_510_525,41,2,08:30:00,08:45:00,000100,121095,9.0999999999999996,2_2440,2440
1ycUftFklt_3201_280_300,41,3,04:40:00,05:00:00,000100,170488,9.3000000000000007,3_3201,3201
1ycUftFklt_3202_295_315,41,3,04:55:00,05:15:00,000100,170488,9.3000000000000007,3_3202,3202
1ycUftFklt_3203_340_360,41,3,05:40:00,06:00:00,000100,170488,9.3000000000000007,3_3203,3203
1ycUftFklt_3204_355_375,41,3,05:55:00,06:15:00,000100,170488,9.3000000000000007,3_3204,3204
1ycUftFklt_3205_370_390,41,3,06:10:00,06:30:00,000100,170488,9.3000000000000007,3_3205,3205
1ycUftFklt_3206_400_420,41,3,06:40:00,07:00:00,000100,170488,9.3000000000000007,3_3206,3206
1ycUftFklt_3207_410_420,41,3,06:50:00,07:00:00,000100,172486,6.0,3_3207,3207
1ycUftFklt_3208_415_425,41,3,06:55:00,07:05:00,000100,172498,6.0,3_3208,3208
1ycUftFklt_3209_425_435,41,3,07:05:00,07:15:00,000100,172490,6.0,3_3209,3209
1ycUftFklt_3210_1257_1272,41,3,20:57:00,21:12:00,170709,000100,7.7000000000000002,3_3210,3210
1ycUftFklt_3210_435_450,41,3,07:15:00,07:30:00,000100,172531,7.7000000000000002,3_3210,3210
1ycUftFklt_3211_1242_1252,41,3,20:42:00,20:52:00,172489,000100,6.0,3_3204,3211
1ycUftFklt_3211_440_450,41,3,07:20:00,07:30:00,000100,172526,6.0,3_3211,3211
1ycUftFklt_3212_1127_1137,41,3,18:47:00,18:57:00,172526,000100,6.0,3_3219,3212
1ycUftFklt_3212_455_465,41,3,07:35:00,07:45:00,000100,172488,6.0,3_3212,3212
1ycUftFklt_3213_1182_1192,41,3,19:42:00,19:52:00,172489,170488,3.6000000000000001,3_3212,3213
1ycUftFklt_3213_1215_1225,41,3,20:15:00,20:25:00,172489,000100,6.0,3_3212,3213
1ycUftFklt_3213_460_480,41,3,07:40:00,08:00:00,000100,170488,9.3000000000000007,3_3213,3213
1ycUftFklt_3214_1165_1175,41,3,19:25:00,19:35:00,172487,000100,6.0,3_3216,3214
1ycUftFklt_3214_470_480,41,3,07:50:00,08:00:00,000100,172486,6.0,3_3214,3214
1ycUftFklt_3215_1167_1182,41,3,19:27:00,19:42:00,170487,000100,8.0,3_3213,3215
1ycUftFklt_3215_470_480,41,3,07:50:00,08:00:00,000100,172526,6.0,3_3215,3215
1ycUftFklt_3216_495_505,41,3,08:15:00,08:25:00,000100,172487,6.0,3_3216,3216
1ycUftFklt_3217_1232_1242,41,3,20:32:00,20:42:00,172477,000100,2.8999999999999999,3_3217,3217
1ycUftFklt_3217_520_525,41,3,08:40:00,08:45:00,000100,172477,2.7999999999999998,3_3217,3217
1ycUftFklt_3218_580_585,41,3,09:40:00,09:45:00,000100,172477,2.7999999999999998,3_3218,3218
1ycUftFklt_3219_1362_1372,41,3,22:42:00,22:52:00,172526,000100,6.0,3_3207,3219
1ycUftFklt_3219_740_750,41,3,12:20:00,12:30:00,000100,172526,6.0,3_3219,3219
1ycUftFklt_3220_1247_1257,41,3,20:47:00,20:57:00,172526,000100,6.0,3_3215,3220
1ycUftFklt_3222_1235_1245,41,3,20:35:00,20:45:00,172490,000100,6.0,3_3209,3222
1ycUftFklt_3223_1485_1495,41,3,24:45:00,24:55:00,172498,000100,6.0,3_3208,3223
1ycUftFklt_3224_1287_1302,41,3,21:27:00,21:42:00,170487,000100,8.0,3_3206,3224
1ycUftFklt_3225_1397_1412,41,3,23:17:00,23:32:00,170487,000100,8.0,3_3203,3225
1ycUftFklt_3226_1285_1295,41,3,21:25:00,21:35:00,172526,170047,6.9000000000000004,3_3211,3226
1ycUftFklt_3226_1322_1342,41,3,22:02:00,22:22:00,172477,170047,11.699999999999999,3_3211,3226
1ycUftFklt_3226_1377_1397,41,3,22:57:00,23:17:00,172477,170047,11.699999999999999,3_3211,3226
1ycUftFklt_3226_1437_1447,41,3,23:57:00,24:07:00,172477,000100,2.8999999999999999,3_3211,3226
1ycUftFklt_3227_1442_1452,41,3,24:02:00,24:12:00,172489,000100,6.0,3_3201,3227
1ycUftFklt_3228_1560_1575,41,3,26:00:00,26:15:00,170487,000100,8.0,3_3205,3228
1ycUftFklt_3229_1370_1380,41,3,22:50:00,23:00:00,170169,170047,6.0,3_3218,3229
1ycUftFklt_3229_1430_1450,41,3,23:50:00,24:10:00,170169,000100,8.6999999999999993,3_3218,3229
1ycUftFklt_3230_1529_1539,41,3,25:29:00,25:39:00,172532,000100,6.0,3_3202,3230
1ycUftFklt_3231_1522_1530,41,3,25:22:00,25:30:00,172486,000100,6.0,3_3214,3231
1ycUftFklt_3232_1470_1500,41,3,24:30:00,25:00:00,000100,060123,15.0,3_3232,3232
1ycUftFklt_3232_1790_1810,41,3,29:50:00,30:10:00,172628,000100,11.300000000000001,3_3232,3232
2IR4cCzqMI_36901_1175_1178,41,36,19:35:00,19:38:00,171267,000109,0.40000000000000002,36_36901,36901
2IR4cCzqMI_36901_392_395,41,36,06:32:00,06:35:00,000109,171267,0.40000000000000002,36_36901,36901
2IR4cCzqMI_36901_569_579,41,36,09:29:00,09:39:00,030311,000100,3.5,36_36901,36901
2IR4cCzqMI_36901_600_610,41,36,10:00:00,10:10:00,000100,030311,3.2999999999999998,36_36901,36901
2IR4cCzqMI_36901_662_675,41,36,11:02:00,11:15:00,171267,171222,9.3000000000000007,36_36901,36901
2IR4cCzqMI_36901_940_955,41,36,15:40:00,15:55:00,171222,000109,10.5,36_36901,36901
2IR4cCzqMI_36901_977_980,41,36,16:17:00,16:20:00,000109,171267,0.40000000000000002,36_36901,36901
2IR4cCzqMI_36902_1027_1042,41,36,17:07:00,17:22:00,171222,000109,10.5,36_36902,36902
2IR4cCzqMI_36902_1097_1100,41,36,18:17:00,18:20:00,000109,171267,0.40000000000000002,36_36902,36902
